Date,Content,Rating
6/18/2018,This app makes me want to cancel my Pluralsight membership. Try to skip a few minutes and the whole thing stops playing until a restart.,1
6/17/2018,Best learning app,5
6/17/2018,"Best learning platform for programmers. Also may topics for testers, devops.",5
6/17/2018,Excellent app for learning,5
6/16/2018,"Brilliant! The content, user interface, app and everything else is perfect. Kudos to the entire team.",5
6/16/2018,Excellent I enjoy learning,5
6/14/2018,"Good content and mostly okay user experience. Extremely frustrating though that lessons snap to beginning when orientation of device (S8) changes, please fix. Update: Still happening, I take notes on OneNote and this happens when switching applications, very frustrating.",3
6/14/2018,"Can't connect to my account, I've linked 30 times my cellphone and still can't connect",1
6/14/2018,Can't even sign in with my credentials. Totally useless. Was really looking forward to using the app.,1
6/14/2018,"Can't sign in even after authorizing my device, even though I am a premium member.",1
6/14/2018,I was dissapointed on the app. I was expecting that i can register pluralsight through my network provider billing system because i dont have credit card or paypal. Consider of allowing people to register via network provider because most people might not have credit card.,1
6/13/2018,Excellent courses that are just the right balance of content without being too long winded.,5
6/12/2018,Veey nice app,5
6/12/2018,"This app would be great if I could sign in with my credentials. Tried authorizing my device, changing my username, changing my password, clearing data and cache, uninstalling and reinstalling the app. Nada",2
6/11/2018,Great App,5
6/11/2018,Awesome app; valuable and informative content,5
6/10/2018,Useful app,5
6/10/2018,Helped me with my studying for the CISSP exam.,5
6/9/2018,Unable to play videos in horizontal view.sony C5 ULTRA,3
6/9/2018,Very well put together app!!!,5
6/7/2018,Very useful on the go. Good feature to download to save data usage and ability to Cast on compatible wifi connected devices.,5
6/5/2018,"Do you guys (the app developers) even use your own app? For an app teaching development, it's very poorly developed, and has many annoying bugs and a poor user experience.",1
6/4/2018,This has easy explained courses,5
6/3/2018,Nice app for learning,5
5/30/2018,Best platform for learning tech,5
5/29/2018,"Good app but will surely give 5 stars if you fix Playback error, which occur when I change the orientation from portrait to landscape or vice versa, need to click on next or prev and then move to exact time location is the only solution which I've to do everytime",4
5/26/2018,"I love pluralsight. There is always something new and interesting to learn. The app works great, the courses can be downloaded easily and played everywhere. Highly recommend it if you're interested in new technology.",5
5/26/2018,"It always doesn't play the next video, Happens on both may S7 before (stolen) and my Huawei Nova 2i now. There are also times where the video just doesn't play so I need to close the app and start all over again.",2
5/25/2018,Awesome app for learning anytime and anywhere,5
5/22/2018,Very good to learn new technology,5
5/22/2018,"Doesn't work. Even web version doesn't work at all. I can't login, I can't try to use my trial account.",1
5/20/2018,Very useful courses,5
5/20/2018,Almost always says playback error,1
5/19/2018,Frequently won't play videos.,2
5/18/2018,"Easy to use, it's a good app to learn for beginners",5
5/16/2018,very useful. i haven't had any problem with anything so far,5
5/13/2018,The video playback has issues. Going back 10 seconds in a video seems to stop playback entirely. Then even after closing the video and reopening it doesn't work. I have to kill the app and start again. Definitely not my internet connection as other video apps work perfectly. Disappointing.,3
5/12/2018,Enormous wealth of resources can be found at pluralsight. up-to-date cources/materials that are extremely usefull. highly recommended.,5
5/11/2018,Bugs bugs bugs!! Crashes when switching from one video to another. Have to restart the app to solve! Pls solve this issue.,3
5/10/2018,Very high quality material . Offline downloads for commuting . Excellent. Essential.,5
5/10/2018,did not open downloaded courses in metro..,2
5/10/2018,Useful app for listening.,5
5/10/2018,Absolutely brilliant app to help you skill up on all the technologies that employers are keen for employees to pocess,5
5/8/2018,"I'm a big fan of Pluralsight but the version of the app for Chromebooks is pants. I cannot seem to pause videos, the only way out is to esc, videos are not auto moving to the next video instead the current time keeps increasing beyond he max, i.e. 4:30/4:15. When going back into the video it starts me back at the one I just watched, unfortunately the button to skip next also isn't working. I then open the course/module view on the right of the playing video to try and go to the video I want, this sometimes works, but not always! Let me know if you need additional info on any of the above if it would help to fix things.",2
5/8/2018,Good content,5
5/7/2018,"Always playback error , I can not play vedios in full screen and there is an error after orientation mode.",2
5/7/2018,I can us it very well on my phone,5
5/4/2018,"Very unreliable, I have to refresh it always after I change the orientation of my mobile - in that case I always have to leave the player, and select the &quot;Resume course&quot; button. Even then, the player returns to the start, instead of resuming where it left off. Sometimes it just stops playing and even few refreshes won't help?",2
5/3/2018,"Amazing catalog, but I have preaching for note-taking in the application like the website does for months! Other than that, I love pluralsight",3
